path,Energy0,Homogeneity0,Entropy0,Contrast0,Energy45,Homogeneity45,Entropy45,Contrast45,Energy90,Homogeneity90,Entropy90,Contrast90,Energy135,Homogeneity135,Entropy135,Contrast135
./uploads/P12-0.812_matang.jpg,0.31210917670858773,0.6632874054940947,4.101525233204813,131.75301427165218,0.3017766816115193,0.6385044100998765,4.241384870213857,237.1804203608404,0.30682378533946525,0.6482824137364513,4.169654091835407,220.23031496062958,0.30179191736646227,0.6381771626418418,4.245673547369746,327.7931055862088
